rgb,dose,CD,day,response,proportion secreting
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD8,0,IFNγ,0.0070362602
#00549e,Low dose,CD8,0,IFNγ,0.0050169673
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD4,0,IFNγ,0.0050298634
#00549e,Low dose,CD4,0,IFNγ,0.0070495835
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD4,0,IFNγ,0.0020180512
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD4,0,IFNγ,0.0090610516
#00549e,Low dose,CD4,0,IFNγ,0.0020180512
#00549e,Low dose,CD8,0,IFNγ,0.0100849073
#00549e,Low dose,CD8,0,IFNγ,0.0030075867
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD4,0,IFNγ,0.0070495835
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD8,0,IFNγ,0.0060192221
#00549e,Low dose,CD8,0,IFNγ,0.0040216091
#00549e,Low dose,CD4,0,IFNγ,0.0020180512
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD4,0,IFNγ,0.0060324485
#00549e,Low dose,CD4,0,IFNγ,0.0040333802
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD8,0,IFNγ,0.0140827756
#00549e,Low dose,CD8,0,IFNγ,0.0020094148
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD4,0,IFNγ,0.0020180512
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD8,0,IFNγ,0.0060192221
#00549e,Low dose,CD8,0,IFNγ,0.0040216091
#00549e,Low dose,CD4,0,IFNγ,0.0070495835
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD4,0,IFNγ,0.0100966615
#00549e,Low dose,CD4,0,IFNγ,0.0020180512
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD8,0,IFNγ,0.0090484295
#00549e,Low dose,CD8,0,IFNγ,0.0030075867
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD4,0,IFNγ,0.0020180512
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD4,0,IFNγ,0.0070495835
#00549e,Low dose,CD4,0,IFNγ,0.0040333802
#00549e,Low dose,CD8,0,IFNγ,0.0010039757
#00549e,Low dose,CD4,0,IFNγ,0.0010097066
#00549e,Low dose,CD8,0,IFNγ,0.0070362602
#00549e,Low dose,CD8,0,IFNγ,0.0040216091
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0050297703
#ef3124,High dose,CD4,0,IFNγ,0.0030180924
#ef3124,High dose,CD4,0,IFNγ,0.0020180512
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0020093589
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0090484295
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0040216091
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0040333802
#ef3124,High dose,CD4,0,IFNγ,0.0030180924
#ef3124,High dose,CD4,0,IFNγ,0.0020180512
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0020093589
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD4,0,IFNγ,0.0272039962
#ef3124,High dose,CD4,0,IFNγ,0.0060325601
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0110945516
#ef3124,High dose,CD8,0,IFNγ,0.0080486318
#ef3124,High dose,CD8,0,IFNγ,0.0030075867
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD4,0,IFNγ,0.0040333802
#ef3124,High dose,CD4,0,IFNγ,0.0030180924
#ef3124,High dose,CD4,0,IFNγ,0.0020180512
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD8,0,IFNγ,0.0020093589
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0040216091
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD8,0,IFNγ,0.0010040037
#ef3124,High dose,CD8,0,IFNγ,0.0080486318
#ef3124,High dose,CD4,0,IFNγ,0.0010097066
#ef3124,High dose,CD4,0,IFNγ,0.0040333802
#ef3124,High dose,CD4,0,IFNγ,0.0030180924
#ef3124,High dose,CD4,0,IFNγ,0.0020180512
#ef3124,High dose,CD8,0,IFNγ,0.0020093589
#00549e,Low dose,CD4,14,IFNγ,0.0946165908
#00549e,Low dose,CD4,14,IFNγ,0.4964591875
#00549e,Low dose,CD8,14,IFNγ,0.0576461271
#00549e,Low dose,CD4,14,IFNγ,0.6721435045
#00549e,Low dose,CD4,14,IFNγ,0.3192756077
#00549e,Low dose,CD4,14,IFNγ,0.0845456972
#00549e,Low dose,CD4,14,IFNγ,0.2639143908
#00549e,Low dose,CD4,14,IFNγ,0.1484056199
#00549e,Low dose,CD8,14,IFNγ,0.6594632051
#00549e,Low dose,CD8,14,IFNγ,0.116379635
#00549e,Low dose,CD8,14,IFNγ,0.0604606695
#00549e,Low dose,CD8,14,IFNγ,0.0231886074
#00549e,Low dose,CD4,14,IFNγ,0.9099980463
#00549e,Low dose,CD4,14,IFNγ,0.0483741428
#00549e,Low dose,CD4,14,IFNγ,0.0352696405
#00549e,Low dose,CD4,14,IFNγ,0.0191584115
#00549e,Low dose,CD8,14,IFNγ,0.4846986301
#00549e,Low dose,CD8,14,IFNγ,0.2135609511
#00549e,Low dose,CD8,14,IFNγ,0.1252810631
#00549e,Low dose,CD8,14,IFNγ,0.0281855538
#00549e,Low dose,CD8,14,IFNγ,0.0100849073
#00549e,Low dose,CD8,14,IFNγ,0.0040216091
#00549e,Low dose,CD4,14,IFNγ,0.2441271596
#00549e,Low dose,CD4,14,IFNγ,0.1269920375
#00549e,Low dose,CD4,14,IFNγ,0.4360109323
#00549e,Low dose,CD8,14,IFNγ,0.0464084303
#00549e,Low dose,CD4,14,IFNγ,0.6137411675
#00549e,Low dose,CD4,14,IFNγ,0.3017990033
#00549e,Low dose,CD4,14,IFNγ,0.2229150278
#00549e,Low dose,CD4,14,IFNγ,0.1741842298
#00549e,Low dose,CD4,14,IFNγ,0.1259016273
#00549e,Low dose,CD4,14,IFNγ,0.0946165908
#00549e,Low dose,CD4,14,IFNγ,0.0695838143
#00549e,Low dose,CD4,14,IFNγ,0.0261641848
#00549e,Low dose,CD8,14,IFNγ,0.6397595555
#00549e,Low dose,CD8,14,IFNγ,0.3640679262
#00549e,Low dose,CD8,14,IFNγ,0.0940961599
#00549e,Low dose,CD8,14,IFNγ,0.0596799146
#00549e,Low dose,CD8,14,IFNγ,0.0362458165
#00549e,Low dose,CD8,14,IFNγ,0.0222040382
#00549e,Low dose,CD8,14,IFNγ,0.0150945607
#00549e,Low dose,CD8,14,IFNγ,0.0020094148
#00549e,Low dose,CD8,14,IFNγ,0.0010039757
#00549e,Low dose,CD4,14,IFNγ,0.4652500699
#00549e,Low dose,CD8,14,IFNγ,0.0566553734
#00549e,Low dose,CD4,14,IFNγ,0.2268160826
#00549e,Low dose,CD4,14,IFNγ,0.1269920375
#00549e,Low dose,CD4,14,IFNγ,0.96264976
#00549e,Low dose,CD4,14,IFNγ,0.0423017714
#00549e,Low dose,CD4,14,IFNγ,0.02420362
#00549e,Low dose,CD8,14,IFNγ,0.5690699311
#00549e,Low dose,CD8,14,IFNγ,0.2562294191
#00549e,Low dose,CD8,14,IFNγ,0.1252810631
#00549e,Low dose,CD8,14,IFNγ,0.0281855538
#00549e,Low dose,CD8,14,IFNγ,0.0080486318
#00549e,Low dose,CD8,14,IFNγ,0.0050169673
#00549e,Low dose,CD4,14,IFNγ,0.2605032845
#00549e,Low dose,CD4,14,IFNγ,0.1452283196
#00549e,Low dose,CD4,14,IFNγ,0.7172310973
#00549e,Low dose,CD4,14,IFNγ,0.3511616073
#00549e,Low dose,CD4,14,IFNγ,0.0996622311
#00549e,Low dose,CD4,14,IFNγ,0.0695838143
#00549e,Low dose,CD8,14,IFNγ,0.7543742324
#00549e,Low dose,CD8,14,IFNγ,0.1071726345
#00549e,Low dose,CD8,14,IFNγ,0.0697637339
#00549e,Low dose,CD8,14,IFNγ,0.0272245345
#00549e,Low dose,CD4,14,IFNγ,0.5007820941
#00549e,Low dose,CD4,14,IFNγ,0.0453331793
#00549e,Low dose,CD8,14,IFNγ,0.0586542065
#ef3124,High dose,CD4,14,IFNγ,0.441707926
#ef3124,High dose,CD4,14,IFNγ,0.6663536839
#ef3124,High dose,CD4,14,IFNγ,0.3998612095
#ef3124,High dose,CD4,14,IFNγ,0.1458572109
#ef3124,High dose,CD8,14,IFNγ,0.3047611085
#ef3124,High dose,CD8,14,IFNγ,0.1496608837
#ef3124,High dose,CD8,14,IFNγ,0.1124136199
#ef3124,High dose,CD8,14,IFNγ,0.0474261893
#ef3124,High dose,CD4,14,IFNγ,0.7957519181
#ef3124,High dose,CD4,14,IFNγ,0.292793589
#ef3124,High dose,CD4,14,IFNγ,0.188297152
#ef3124,High dose,CD8,14,IFNγ,0.2054015304
#ef3124,High dose,CD8,14,IFNγ,0.0554395574
#ef3124,High dose,CD8,14,IFNγ,0.0836998701
#ef3124,High dose,CD4,14,IFNγ,0.0946183417
#ef3124,High dose,CD4,14,IFNγ,0.0704930083
#ef3124,High dose,CD8,14,IFNγ,0.0342592994
#ef3124,High dose,CD8,14,IFNγ,0.0191608639
#ef3124,High dose,CD4,14,IFNγ,0.7392908809
#ef3124,High dose,CD4,14,IFNγ,0.263909507
#ef3124,High dose,CD4,14,IFNγ,0.1604313672
#ef3124,High dose,CD8,14,IFNγ,0.0819074797
#ef3124,High dose,CD8,14,IFNγ,0.2540297662
#ef3124,High dose,CD8,14,IFNγ,0.1241940484
#ef3124,High dose,CD8,14,IFNγ,0.1012988457
#ef3124,High dose,CD8,14,IFNγ,0.0403946997
#ef3124,High dose,CD4,14,IFNγ,0.9922670346
#ef3124,High dose,CD4,14,IFNγ,0.6988556848
#ef3124,High dose,CD4,14,IFNγ,0.5460556377
#ef3124,High dose,CD4,14,IFNγ,0.4157408659
#ef3124,High dose,CD4,14,IFNγ,0.3248419504
#ef3124,High dose,CD4,14,IFNγ,0.249463549
#ef3124,High dose,CD4,14,IFNγ,0.1549745816
#ef3124,High dose,CD4,14,IFNγ,0.1221448345
#ef3124,High dose,CD4,14,IFNγ,0.0463262629
#ef3124,High dose,CD4,14,IFNγ,0.0361973403
#ef3124,High dose,CD4,14,IFNγ,0.0261637007
#ef3124,High dose,CD8,14,IFNγ,0.7007357088
#ef3124,High dose,CD8,14,IFNγ,0.4601344027
#ef3124,High dose,CD8,14,IFNγ,0.1850926779
#ef3124,High dose,CD8,14,IFNγ,0.0706750986
#ef3124,High dose,CD8,14,IFNγ,0.0524010928
#ef3124,High dose,CD8,14,IFNγ,0.0231886074
#ef3124,High dose,CD8,14,IFNγ,0.0090484295
#ef3124,High dose,CD8,14,IFNγ,0.2806509134
#ef3124,High dose,CD8,14,IFNγ,0.1325454549
#ef3124,High dose,CD8,14,IFNγ,0.0928836386
#ef3124,High dose,CD8,14,IFNγ,0.0403946997
#ef3124,High dose,CD4,14,IFNγ,0.7392908809
#ef3124,High dose,CD4,14,IFNγ,0.2890225885
#ef3124,High dose,CD4,14,IFNγ,0.1583651103
#ef3124,High dose,CD8,14,IFNγ,0.0728571906
#ef3124,High dose,CD4,14,IFNγ,0.0988037442
#ef3124,High dose,CD4,14,IFNγ,0.0643684887
#ef3124,High dose,CD8,14,IFNγ,0.0312752469
#ef3124,High dose,CD8,14,IFNγ,0.0161095917
#ef3124,High dose,CD4,14,IFNγ,0.8752235243
#ef3124,High dose,CD4,14,IFNγ,0.3097372432
#ef3124,High dose,CD4,14,IFNγ,0.1866717124
#ef3124,High dose,CD4,14,IFNγ,0.5161941362
#ef3124,High dose,CD4,14,IFNγ,0.3682966463
#ef3124,High dose,CD4,14,IFNγ,0.1543035236
#ef3124,High dose,CD8,14,IFNγ,0.0829774853
#ef3124,High dose,CD8,14,IFNγ,0.2308950144
#ef3124,High dose,CD8,14,IFNγ,0.0615196788
#ef3124,High dose,CD8,14,IFNγ,0.3074285454
#ef3124,High dose,CD8,14,IFNγ,0.1529288402
#ef3124,High dose,CD8,14,IFNγ,0.1090468025
#ef3124,High dose,CD8,14,IFNγ,0.0495291568
#ef3124,High dose,CD4,14,IFNγ,0.5702101786
#00549e,Low dose,CD4,28,IFNγ,0.0683895595
#00549e,Low dose,CD8,28,IFNγ,0.6916996295
#00549e,Low dose,CD8,28,IFNγ,0.0544867276
#00549e,Low dose,CD8,28,IFNγ,0.0110945516
#00549e,Low dose,CD4,28,IFNγ,0.1874783339
#00549e,Low dose,CD4,28,IFNγ,0.1248136505
#00549e,Low dose,CD4,28,IFNγ,0.059545706
#00549e,Low dose,CD4,28,IFNγ,0.2605032845
#00549e,Low dose,CD8,28,IFNγ,0.2880581284
#00549e,Low dose,CD8,28,IFNγ,0.0870336592
#00549e,Low dose,CD8,28,IFNγ,0.0272245345
#00549e,Low dose,CD4,28,IFNγ,0.0958555282
#00549e,Low dose,CD4,28,IFNγ,0.1719312993
#00549e,Low dose,CD4,28,IFNγ,0.5460657428
#00549e,Low dose,CD4,28,IFNγ,0.1991973944
#00549e,Low dose,CD4,28,IFNγ,0.0988010016
#00549e,Low dose,CD8,28,IFNγ,0.6233085822
#00549e,Low dose,CD8,28,IFNγ,0.3441145294
#00549e,Low dose,CD8,28,IFNγ,0.1899707811
#00549e,Low dose,CD8,28,IFNγ,0.1408434234
#00549e,Low dose,CD8,28,IFNγ,0.1012988457
#00549e,Low dose,CD8,28,IFNγ,0.0554395574
#00549e,Low dose,CD8,28,IFNγ,0.0100849073
#00549e,Low dose,CD8,28,IFNγ,0.0010039757
#00549e,Low dose,CD4,28,IFNγ,0.2317783572
#00549e,Low dose,CD4,28,IFNγ,0.1660833642
#00549e,Low dose,CD8,28,IFNγ,0.0484662683
#00549e,Low dose,CD4,28,IFNγ,0.0898297228
#00549e,Low dose,CD4,28,IFNγ,0.1583607145
#00549e,Low dose,CD4,28,IFNγ,0.6577532021
#00549e,Low dose,CD4,28,IFNγ,0.348143156
#00549e,Low dose,CD4,28,IFNγ,0.2229150278
#00549e,Low dose,CD4,28,IFNγ,0.1139739045
#00549e,Low dose,CD4,28,IFNγ,0.0635394623
#00549e,Low dose,CD4,28,IFNγ,0.0494324707
#00549e,Low dose,CD4,28,IFNγ,0.0080619162
#00549e,Low dose,CD4,28,IFNγ,0.0010097066
#00549e,Low dose,CD8,28,IFNγ,0.2699082001
#00549e,Low dose,CD8,28,IFNγ,0.0757570058
#00549e,Low dose,CD8,28,IFNγ,0.0222040382
#00549e,Low dose,CD8,28,IFNγ,0.017116541
#00549e,Low dose,CD4,28,IFNγ,0.1632344151
#00549e,Low dose,CD4,28,IFNγ,0.0917950144
#00549e,Low dose,CD4,28,IFNγ,0.1689820363
#00549e,Low dose,CD8,28,IFNγ,0.0434851403
#00549e,Low dose,CD4,28,IFNγ,0.2368491963
#00549e,Low dose,CD4,28,IFNγ,0.4417161001
#00549e,Low dose,CD4,28,IFNγ,0.2000525871
#00549e,Low dose,CD4,28,IFNγ,0.1018426381
#00549e,Low dose,CD8,28,IFNγ,0.70379564
#00549e,Low dose,CD8,28,IFNγ,0.5061910895
#00549e,Low dose,CD8,28,IFNγ,0.3531901899
#00549e,Low dose,CD8,28,IFNγ,0.2001197725
#00549e,Low dose,CD8,28,IFNγ,0.1408434234
#00549e,Low dose,CD8,28,IFNγ,0.1021816796
#00549e,Low dose,CD8,28,IFNγ,0.068564717
#00549e,Low dose,CD8,28,IFNγ,0.0120991511
#00549e,Low dose,CD8,28,IFNγ,0.0080486318
#00549e,Low dose,CD8,28,IFNγ,0.0010039757
#00549e,Low dose,CD4,28,IFNγ,0.1779950265
#00549e,Low dose,CD4,28,IFNγ,0.0958555282
#00549e,Low dose,CD4,28,IFNγ,0.275578333
#00549e,Low dose,CD4,28,IFNγ,0.1372851193
#00549e,Low dose,CD4,28,IFNγ,0.0765366785
#00549e,Low dose,CD4,28,IFNγ,0.0513974807
#00549e,Low dose,CD4,28,IFNγ,0.1924113697
#00549e,Low dose,CD8,28,IFNγ,0.3309425654
#00549e,Low dose,CD8,28,IFNγ,0.0928810554
#00549e,Low dose,CD8,28,IFNγ,0.0251802305
#00549e,Low dose,CD8,28,IFNγ,0.05149762
#ef3124,High dose,CD4,28,IFNγ,0.0502966175
#ef3124,High dose,CD4,28,IFNγ,0.3319488317
#ef3124,High dose,CD4,28,IFNγ,0.1563167872
#ef3124,High dose,CD8,28,IFNγ,0.3114446654
#ef3124,High dose,CD8,28,IFNγ,0.0373614414
#ef3124,High dose,CD8,28,IFNγ,0.0291799559
#ef3124,High dose,CD4,28,IFNγ,0.1179848383
#ef3124,High dose,CD4,28,IFNγ,0.5161941362
#ef3124,High dose,CD4,28,IFNγ,0.2516357469
#ef3124,High dose,CD4,28,IFNγ,0.2053240828
#ef3124,High dose,CD4,28,IFNγ,0.0726624972
#ef3124,High dose,CD4,28,IFNγ,0.0413953427
#ef3124,High dose,CD8,28,IFNγ,0.217301615
#ef3124,High dose,CD8,28,IFNγ,0.5617316993
#ef3124,High dose,CD8,28,IFNγ,0.0847972213
#ef3124,High dose,CD8,28,IFNγ,0.0554395574
#ef3124,High dose,CD4,28,IFNγ,0.1110487631
#ef3124,High dose,CD8,28,IFNγ,0.1932910794
#ef3124,High dose,CD4,28,IFNγ,0.0875250519
#ef3124,High dose,CD8,28,IFNγ,0.2699082001
#ef3124,High dose,CD8,28,IFNγ,0.0191608639
#ef3124,High dose,CD4,28,IFNγ,0.315157703
#ef3124,High dose,CD4,28,IFNγ,0.1292120309
#ef3124,High dose,CD4,28,IFNγ,0.1049749988
#ef3124,High dose,CD8,28,IFNγ,0.0362458165
#ef3124,High dose,CD8,28,IFNγ,0.0251795302
#ef3124,High dose,CD8,28,IFNγ,0.1850926779
#ef3124,High dose,CD4,28,IFNγ,0.7554650619
#ef3124,High dose,CD4,28,IFNγ,0.4986090357
#ef3124,High dose,CD4,28,IFNγ,0.2327798877
#ef3124,High dose,CD4,28,IFNγ,0.1660802907
#ef3124,High dose,CD4,28,IFNγ,0.097526701
#ef3124,High dose,CD4,28,IFNγ,0.0595446041
#ef3124,High dose,CD4,28,IFNγ,0.0443638469
#ef3124,High dose,CD4,28,IFNγ,0.0331955998
#ef3124,High dose,CD8,28,IFNγ,1
#ef3124,High dose,CD8,28,IFNγ,0.5286365654
#ef3124,High dose,CD8,28,IFNγ,0.1719415351
#ef3124,High dose,CD8,28,IFNγ,0.1325454549
#ef3124,High dose,CD8,28,IFNγ,0.0829774853
#ef3124,High dose,CD8,28,IFNγ,0.0615196788
#ef3124,High dose,CD8,28,IFNγ,0.0474261893
#ef3124,High dose,CD8,28,IFNγ,0.0010040037
#ef3124,High dose,CD4,28,IFNγ,0.1018416958
#ef3124,High dose,CD4,28,IFNγ,0.3206581868
#ef3124,High dose,CD4,28,IFNγ,0.1248171151
#ef3124,High dose,CD8,28,IFNγ,0.1741877085
#ef3124,High dose,CD8,28,IFNγ,0.0332332244
#ef3124,High dose,CD8,28,IFNγ,0.0272237773
#ef3124,High dose,CD4,28,IFNγ,0.076534554
#ef3124,High dose,CD8,28,IFNγ,0.3720521099
#ef3124,High dose,CD8,28,IFNγ,0.2453615008
#ef3124,High dose,CD8,28,IFNγ,0.0161095917
#ef3124,High dose,CD4,28,IFNγ,0.1077381571
#ef3124,High dose,CD8,28,IFNγ,0.1932910794
#ef3124,High dose,CD4,28,IFNγ,0.5460556377
#ef3124,High dose,CD4,28,IFNγ,0.2673528465
#ef3124,High dose,CD4,28,IFNγ,0.1741810064
#ef3124,High dose,CD4,28,IFNγ,0.0534376359
#ef3124,High dose,CD4,28,IFNγ,0.0403336772
#ef3124,High dose,CD4,28,IFNγ,0.112016754
#ef3124,High dose,CD8,28,IFNγ,0.5994496704
#ef3124,High dose,CD8,28,IFNγ,0.0836998701
#ef3124,High dose,CD8,28,IFNγ,0.0484662683
#ef3124,High dose,CD8,28,IFNγ,0.1941261328
#ef3124,High dose,CD4,28,IFNγ,0.3619622392
#ef3124,High dose,CD4,28,IFNγ,0.1458572109
#ef3124,High dose,CD8,28,IFNγ,0.0312752469
#ef3124,High dose,CD4,28,IFNγ,0.0624483679
#ef3124,High dose,CD8,28,IFNγ,0.0362458165
#00549e,Low dose,CD8,0,TNFα,0.0029956211
#00549e,Low dose,CD4,0,TNFα,0.0069874361
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD4,0,TNFα,0.0039977859
#00549e,Low dose,CD4,0,TNFα,0.0029914026
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD8,0,TNFα,0.0020014575
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD4,0,TNFα,0.0029914026
#00549e,Low dose,CD8,0,TNFα,0.0029956211
#00549e,Low dose,CD4,0,TNFα,0.0059792679
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD8,0,TNFα,0.0080166106
#00549e,Low dose,CD8,0,TNFα,0.0049972854
#00549e,Low dose,CD4,0,TNFα,0.0039977859
#00549e,Low dose,CD4,0,TNFα,0.0029914026
#00549e,Low dose,CD4,0,TNFα,0.002000094
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD8,0,TNFα,0.0029956211
#00549e,Low dose,CD4,0,TNFα,0.0059792679
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD4,0,TNFα,0.0029914026
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD8,0,TNFα,0.0020014575
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD4,0,TNFα,0.0029914026
#00549e,Low dose,CD4,0,TNFα,0.0010006664
#00549e,Low dose,CD4,0,TNFα,0.0049852908
#00549e,Low dose,CD8,0,TNFα,0.001
#00549e,Low dose,CD8,0,TNFα,0.0029956211
