rgb,dose,CD,day,response,proportion secreting
#6cb33f,Middle dose,CD4,28,TNFα,0.1210982855
#6cb33f,Middle dose,CD4,28,TNFα,0.0288994065
#6cb33f,Middle dose,CD4,28,TNFα,0.0329084361
#6cb33f,Middle dose,CD4,28,TNFα,0.0189921515
#6cb33f,Middle dose,CD4,28,TNFα,0.010007837
#6cb33f,Middle dose,CD4,28,TNFα,0.0379621957
#6cb33f,Middle dose,CD4,28,TNFα,0.0748966752
#6cb33f,Middle dose,CD4,28,TNFα,0.0419362213
#6cb33f,Middle dose,CD4,28,TNFα,0.0249457394
#6cb33f,Middle dose,CD4,28,TNFα,0.0220032483
#6cb33f,Middle dose,CD4,28,TNFα,0.0619104399
#6cb33f,Middle dose,CD4,28,TNFα,0.1120219364
#6cb33f,Middle dose,CD4,28,TNFα,0.1458639589
#6cb33f,Middle dose,CD4,28,TNFα,0.675204052
#6cb33f,Middle dose,CD4,28,TNFα,0.1458639589
#6cb33f,Middle dose,CD4,28,TNFα,0.0608484449
#6cb33f,Middle dose,CD4,28,TNFα,0.0509538017
#6cb33f,Middle dose,CD4,28,TNFα,0.0698883706
#6cb33f,Middle dose,CD4,28,TNFα,0.034964535
#6cb33f,Middle dose,CD4,28,TNFα,0.0707995788
#6cb33f,Middle dose,CD4,28,TNFα,0.0638122494
#6cb33f,Middle dose,CD4,28,TNFα,0.0459250854
#6cb33f,Middle dose,CD4,28,TNFα,0.0459250854
#6cb33f,Middle dose,CD4,28,TNFα,0.0179532178
#6cb33f,Middle dose,CD4,28,TNFα,0.0490071146
#6cb33f,Middle dose,CD4,28,TNFα,0.0677991996
#6cb33f,Middle dose,CD4,28,TNFα,0.0410380052
#6cb33f,Middle dose,CD4,28,TNFα,0.0209803214
#6cb33f,Middle dose,CD4,28,TNFα,0.0120033305
#6cb33f,Middle dose,CD4,28,TNFα,0.187502621
#6cb33f,Middle dose,CD4,28,TNFα,0.0910017693
#6cb33f,Middle dose,CD4,28,TNFα,0.0608484449
#6cb33f,Middle dose,CD4,28,TNFα,0.1159663232
#6cb33f,Middle dose,CD4,28,TNFα,0.0369878955
#6cb33f,Middle dose,CD4,28,TNFα,0.3667595641
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001998836
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001998836
#6cb33f,Middle dose,CD4,0,IL-2,0.001998836
#6cb33f,Middle dose,CD4,0,IL-2,0.0149561256
#6cb33f,Middle dose,CD4,0,IL-2,0.0029893551
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.0039949756
#6cb33f,Middle dose,CD4,0,IL-2,0.0059752306
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.0039949756
#6cb33f,Middle dose,CD4,0,IL-2,0.0059752306
#6cb33f,Middle dose,CD4,0,IL-2,0.001
#6cb33f,Middle dose,CD4,0,IL-2,0.0089751904
#6cb33f,Middle dose,CD4,14,IL-2,0.1168603435
#6cb33f,Middle dose,CD4,14,IL-2,0.1873118784
#6cb33f,Middle dose,CD4,14,IL-2,0.0379270866
#6cb33f,Middle dose,CD4,14,IL-2,0.1377571951
#6cb33f,Middle dose,CD4,14,IL-2,0.0369536875
#6cb33f,Middle dose,CD4,14,IL-2,0.1268792857
#6cb33f,Middle dose,CD4,14,IL-2,0.0957615604
#6cb33f,Middle dose,CD4,14,IL-2,0.3108080735
#6cb33f,Middle dose,CD4,14,IL-2,0.2132767213
#6cb33f,Middle dose,CD4,14,IL-2,0.1215023333
#6cb33f,Middle dose,CD4,14,IL-2,0.046886864
#6cb33f,Middle dose,CD4,14,IL-2,0.2777336877
#6cb33f,Middle dose,CD4,14,IL-2,0.3994950972
#6cb33f,Middle dose,CD4,14,IL-2,0.3508595622
#6cb33f,Middle dose,CD4,14,IL-2,0.4244553057
#6cb33f,Middle dose,CD4,14,IL-2,0.5157262815
#6cb33f,Middle dose,CD4,14,IL-2,0.292530921
#6cb33f,Middle dose,CD4,14,IL-2,0.1755319424
#6cb33f,Middle dose,CD4,14,IL-2,0.0719686307
#6cb33f,Middle dose,CD4,14,IL-2,0.0917118156
#6cb33f,Middle dose,CD4,14,IL-2,0.4648283885
#6cb33f,Middle dose,CD4,14,IL-2,0.550336635
#6cb33f,Middle dose,CD4,14,IL-2,0.3245625436
#6cb33f,Middle dose,CD4,14,IL-2,0.1832999159
#6cb33f,Middle dose,CD4,14,IL-2,0.1307889561
#6cb33f,Middle dose,CD4,14,IL-2,0.1939072874
#6cb33f,Middle dose,CD4,14,IL-2,0.4568548481
#6cb33f,Middle dose,CD4,14,IL-2,0.1236229276
#6cb33f,Middle dose,CD4,14,IL-2,0.2285815975
#6cb33f,Middle dose,CD4,14,IL-2,0.1905810542
#6cb33f,Middle dose,CD4,14,IL-2,0.4981386825
#6cb33f,Middle dose,CD4,14,IL-2,0.1732728027
#6cb33f,Middle dose,CD4,14,IL-2,0.0100004318
#6cb33f,Middle dose,CD4,14,IL-2,0.2366301481
#6cb33f,Middle dose,CD4,14,IL-2,0.7227872049
#6cb33f,Middle dose,CD4,14,IL-2,0.4749803087
#6cb33f,Middle dose,CD4,28,IL-2,0.0729137076
#6cb33f,Middle dose,CD4,28,IL-2,0.3273674604
#6cb33f,Middle dose,CD4,28,IL-2,0.0826606225
#6cb33f,Middle dose,CD4,28,IL-2,0.0999993832
#6cb33f,Middle dose,CD4,28,IL-2,0.0328810432
#6cb33f,Middle dose,CD4,28,IL-2,0.0729137076
#6cb33f,Middle dose,CD4,28,IL-2,0.1076425002
#6cb33f,Middle dose,CD4,28,IL-2,0.1947523821
#6cb33f,Middle dose,CD4,28,IL-2,0.1825045172
#6cb33f,Middle dose,CD4,28,IL-2,0.0498163265
#6cb33f,Middle dose,CD4,28,IL-2,0.0458826119
#6cb33f,Middle dose,CD4,28,IL-2,0.1914116524
#6cb33f,Middle dose,CD4,28,IL-2,0.3448091065
#6cb33f,Middle dose,CD4,28,IL-2,0.3569831546
#6cb33f,Middle dose,CD4,28,IL-2,0.4011990697
#6cb33f,Middle dose,CD4,28,IL-2,0.2887659754
#6cb33f,Middle dose,CD4,28,IL-2,0.0597493573
#6cb33f,Middle dose,CD4,28,IL-2,0.0729137076
#6cb33f,Middle dose,CD4,28,IL-2,0.1825045172
#6cb33f,Middle dose,CD4,28,IL-2,0.1209750947
#6cb33f,Middle dose,CD4,28,IL-2,0.2366301481
#6cb33f,Middle dose,CD4,28,IL-2,0.1359842257
#6cb33f,Middle dose,CD4,28,IL-2,0.0819523781
#6cb33f,Middle dose,CD4,28,IL-2,0.1914116524
#6cb33f,Middle dose,CD4,28,IL-2,0.0987123663
#6cb33f,Middle dose,CD4,28,IL-2,0.0597493573
#6cb33f,Middle dose,CD4,28,IL-2,0.2438991237
#6cb33f,Middle dose,CD4,28,IL-2,0.0837383559
#6cb33f,Middle dose,CD4,28,IL-2,0.0788213921
#6cb33f,Middle dose,CD4,28,IL-2,0.0729137076
#6cb33f,Middle dose,CD4,28,IL-2,0.5362122397
#6cb33f,Middle dose,CD4,28,IL-2,0.1809408004
#6cb33f,Middle dose,CD4,28,IL-2,0.0559917546
#6cb33f,Middle dose,CD4,28,IL-2,0.3108080735
#6cb33f,Middle dose,CD4,28,IL-2,0.1755319424
#6cb33f,Middle dose,CD4,28,IL-2,0.9013416792
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0020092844
#6cb33f,Middle dose,CD8,0,IFNγ,0.0030074752
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0040214599
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0060189989
#6cb33f,Middle dose,CD8,0,IFNγ,0.0060189989
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0030074752
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0040214599
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0020092844
#6cb33f,Middle dose,CD8,0,IFNγ,0.0040214599
#6cb33f,Middle dose,CD8,0,IFNγ,0.0030074752
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0090480939
#6cb33f,Middle dose,CD8,0,IFNγ,0.0040214599
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0020092844
#6cb33f,Middle dose,CD8,0,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,0,IFNγ,0.0060189989
#6cb33f,Middle dose,CD8,14,IFNγ,0.0645227472
#6cb33f,Middle dose,CD8,14,IFNγ,0.0403932018
#6cb33f,Middle dose,CD8,14,IFNγ,0.0120987024
#6cb33f,Middle dose,CD8,14,IFNγ,0.1590170901
#6cb33f,Middle dose,CD8,14,IFNγ,0.0312740872
#6cb33f,Middle dose,CD8,14,IFNγ,0.0576439895
#6cb33f,Middle dose,CD8,14,IFNγ,0.0010039664
#6cb33f,Middle dose,CD8,14,IFNγ,0.3736629083
#6cb33f,Middle dose,CD8,14,IFNγ,0.0697611469
#6cb33f,Middle dose,CD8,14,IFNγ,0.033231992
#6cb33f,Middle dose,CD8,14,IFNγ,0.0544847071
#6cb33f,Middle dose,CD8,14,IFNγ,0.1611018914
#6cb33f,Middle dose,CD8,14,IFNγ,0.0312740872
#6cb33f,Middle dose,CD8,14,IFNγ,0.1875036991
#6cb33f,Middle dose,CD8,14,IFNγ,0.0261795253
#6cb33f,Middle dose,CD8,14,IFNγ,0.1490046692
#6cb33f,Middle dose,CD8,14,IFNγ,0.3196527655
#6cb33f,Middle dose,CD8,14,IFNγ,0.0272227678
#6cb33f,Middle dose,CD8,14,IFNγ,0.0070359993
#6cb33f,Middle dose,CD8,14,IFNγ,0.149655334
#6cb33f,Middle dose,CD8,14,IFNγ,0.0080483334
#6cb33f,Middle dose,CD8,14,IFNγ,0.1477118141
#6cb33f,Middle dose,CD8,14,IFNγ,0.0373600559
#6cb33f,Middle dose,CD8,14,IFNγ,0.0808445263
#6cb33f,Middle dose,CD8,14,IFNγ,0.1697022992
#6cb33f,Middle dose,CD8,14,IFNγ,0.1296962392
#6cb33f,Middle dose,CD8,14,IFNγ,0.0302083208
#6cb33f,Middle dose,CD8,14,IFNγ,0.4164342936
#6cb33f,Middle dose,CD8,14,IFNγ,0.1114341186
#6cb33f,Middle dose,CD8,14,IFNγ,0.1780011274
#6cb33f,Middle dose,CD8,14,IFNγ,0.0100842529
#6cb33f,Middle dose,CD8,14,IFNγ,0.0020092844
#6cb33f,Middle dose,CD8,14,IFNγ,0.0544847071
#6cb33f,Middle dose,CD8,14,IFNγ,0.2675811962
#6cb33f,Middle dose,CD8,14,IFNγ,0.0272227678
#6cb33f,Middle dose,CD8,28,IFNγ,0.149655334
#6cb33f,Middle dose,CD8,28,IFNγ,0.2485691069
#6cb33f,Middle dose,CD8,28,IFNγ,0.060460109
#6cb33f,Middle dose,CD8,28,IFNγ,0.2880474466
#6cb33f,Middle dose,CD8,28,IFNγ,0.0171159063
#6cb33f,Middle dose,CD8,28,IFNγ,0.0554375016
#6cb33f,Middle dose,CD8,28,IFNγ,0.1215243558
#6cb33f,Middle dose,CD8,28,IFNγ,0.8741857512
#6cb33f,Middle dose,CD8,28,IFNγ,0.0171159063
#6cb33f,Middle dose,CD8,28,IFNγ,0.0251785965
#6cb33f,Middle dose,CD8,28,IFNγ,0.0322396739
#6cb33f,Middle dose,CD8,28,IFNγ,0.2135589712
#6cb33f,Middle dose,CD8,28,IFNγ,0.0322396739
#6cb33f,Middle dose,CD8,28,IFNγ,0.3294914894
#6cb33f,Middle dose,CD8,28,IFNγ,0.0576439895
#6cb33f,Middle dose,CD8,28,IFNγ,0.0636907179
#6cb33f,Middle dose,CD8,28,IFNγ,0.7708465539
#6cb33f,Middle dose,CD8,28,IFNγ,0.0444363184
#6cb33f,Middle dose,CD8,28,IFNγ,0.0715990328
#6cb33f,Middle dose,CD8,28,IFNγ,0.2220486156
#6cb33f,Middle dose,CD8,28,IFNγ,0.0222032148
#6cb33f,Middle dose,CD8,28,IFNγ,0.2995121265
#6cb33f,Middle dose,CD8,28,IFNγ,0.2279091411
#6cb33f,Middle dose,CD8,28,IFNγ,0.1983760553
#6cb33f,Middle dose,CD8,28,IFNγ,0.1153655765
#6cb33f,Middle dose,CD8,28,IFNγ,0.0495273201
#6cb33f,Middle dose,CD8,28,IFNγ,0.0535482881
#6cb33f,Middle dose,CD8,28,IFNγ,0.2573387635
#6cb33f,Middle dose,CD8,28,IFNγ,0.1215243558
#6cb33f,Middle dose,CD8,28,IFNγ,0.27942035
#6cb33f,Middle dose,CD8,28,IFNγ,0.0586520315
#6cb33f,Middle dose,CD8,28,IFNγ,0.0120987024
#6cb33f,Middle dose,CD8,28,IFNγ,0.2995121265
#6cb33f,Middle dose,CD8,28,IFNγ,0.2867950868
#6cb33f,Middle dose,CD8,28,IFNγ,0.0514985748
#6cb33f,Middle dose,CD8,0,TNFα,0.00299551
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0040054607
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.00299551
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,0,TNFα,0.00299551
#6cb33f,Middle dose,CD8,0,TNFα,0.0020013833
#6cb33f,Middle dose,CD8,0,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,14,TNFα,0.0020013833
#6cb33f,Middle dose,CD8,14,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,14,TNFα,0.0040054607
#6cb33f,Middle dose,CD8,14,TNFα,0.0070080067
#6cb33f,Middle dose,CD8,14,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,14,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,14,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,14,TNFα,0.0150339499
#6cb33f,Middle dose,CD8,14,TNFα,0.010044133
#6cb33f,Middle dose,CD8,14,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,14,TNFα,0.00299551
#6cb33f,Middle dose,CD8,14,TNFα,0.0170478112
#6cb33f,Middle dose,CD8,14,TNFα,0.0120505681
#6cb33f,Middle dose,CD8,14,TNFα,0.0110500025
#6cb33f,Middle dose,CD8,14,TNFα,0.0049971001
#6cb33f,Middle dose,CD8,14,TNFα,0.0381935405
#6cb33f,Middle dose,CD8,14,TNFα,0.03721142
#6cb33f,Middle dose,CD8,14,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,14,TNFα,0.0070080067
#6cb33f,Middle dose,CD8,14,TNFα,0.0300881379
#6cb33f,Middle dose,CD8,14,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,14,TNFα,0.0090120963
#6cb33f,Middle dose,CD8,14,TNFα,0.0452301625
#6cb33f,Middle dose,CD8,14,TNFα,0.0040054607
#6cb33f,Middle dose,CD8,14,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,14,TNFα,0.0533352478
#6cb33f,Middle dose,CD8,14,TNFα,0.0120505681
#6cb33f,Middle dose,CD8,14,TNFα,0.0020013833
#6cb33f,Middle dose,CD8,14,TNFα,0.024119594
#6cb33f,Middle dose,CD8,14,TNFα,0.0059950525
#6cb33f,Middle dose,CD8,14,TNFα,0.0351719813
#6cb33f,Middle dose,CD8,14,TNFα,0.0070080067
#6cb33f,Middle dose,CD8,14,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,14,TNFα,0.013028916
#6cb33f,Middle dose,CD8,14,TNFα,0.0190839253
#6cb33f,Middle dose,CD8,14,TNFα,0.0070080067
#6cb33f,Middle dose,CD8,28,TNFα,0.0140254473
#6cb33f,Middle dose,CD8,28,TNFα,0.0250784241
#6cb33f,Middle dose,CD8,28,TNFα,0.00299551
#6cb33f,Middle dose,CD8,28,TNFα,0.0311496641
#6cb33f,Middle dose,CD8,28,TNFα,0.0020013833
#6cb33f,Middle dose,CD8,28,TNFα,0.0040054607
#6cb33f,Middle dose,CD8,28,TNFα,0.0180371604
#6cb33f,Middle dose,CD8,28,TNFα,0.1269600486
#6cb33f,Middle dose,CD8,28,TNFα,0.0070080067
#6cb33f,Middle dose,CD8,28,TNFα,0.0040054607
#6cb33f,Middle dose,CD8,28,TNFα,0.0059950525
#6cb33f,Middle dose,CD8,28,TNFα,0.0201027187
#6cb33f,Middle dose,CD8,28,TNFα,0.00299551
#6cb33f,Middle dose,CD8,28,TNFα,0.0070080067
#6cb33f,Middle dose,CD8,28,TNFα,0.0040054607
#6cb33f,Middle dose,CD8,28,TNFα,0.0120505681
#6cb33f,Middle dose,CD8,28,TNFα,0.0574146546
#6cb33f,Middle dose,CD8,28,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,28,TNFα,0.013028916
#6cb33f,Middle dose,CD8,28,TNFα,0.013028916
#6cb33f,Middle dose,CD8,28,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,28,TNFα,0.0120505681
#6cb33f,Middle dose,CD8,28,TNFα,0.0754528107
#6cb33f,Middle dose,CD8,28,TNFα,0.0059950525
#6cb33f,Middle dose,CD8,28,TNFα,0.0201027187
#6cb33f,Middle dose,CD8,28,TNFα,0.024119594
#6cb33f,Middle dose,CD8,28,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,28,TNFα,0.0020013833
#6cb33f,Middle dose,CD8,28,TNFα,0.0190839253
#6cb33f,Middle dose,CD8,28,TNFα,0.0110500025
#6cb33f,Middle dose,CD8,28,TNFα,0.0361002749
#6cb33f,Middle dose,CD8,28,TNFα,0.0049971001
#6cb33f,Middle dose,CD8,28,TNFα,0.0010000185
#6cb33f,Middle dose,CD8,28,TNFα,0.081578588
#6cb33f,Middle dose,CD8,28,TNFα,0.0080163133
#6cb33f,Middle dose,CD8,28,TNFα,0.0140254473
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.004022765
#6cb33f,Middle dose,CD8,0,IL-2,0.0090514498
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0030084512
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0030084512
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,0,IL-2,0.0030084512
#6cb33f,Middle dose,CD8,0,IL-2,0.0080513185
#6cb33f,Middle dose,CD8,0,IL-2,0.0020099364
#6cb33f,Middle dose,CD8,0,IL-2,0.0020099364
#6cb33f,Middle dose,CD8,14,IL-2,0.0030084512
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0251867676
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0222093908
#6cb33f,Middle dose,CD8,14,IL-2,0.0201895662
#6cb33f,Middle dose,CD8,14,IL-2,0.0747981363
#6cb33f,Middle dose,CD8,14,IL-2,0.0020099364
#6cb33f,Middle dose,CD8,14,IL-2,0.0161134752
#6cb33f,Middle dose,CD8,14,IL-2,0.0787948794
#6cb33f,Middle dose,CD8,14,IL-2,0.0281923485
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0130858099
#6cb33f,Middle dose,CD8,14,IL-2,0.0110977406
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.004022765
#6cb33f,Middle dose,CD8,14,IL-2,0.188383595
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0261892352
#6cb33f,Middle dose,CD8,14,IL-2,0.0181150843
#6cb33f,Middle dose,CD8,14,IL-2,0.0100875255
#6cb33f,Middle dose,CD8,14,IL-2,0.0090514498
#6cb33f,Middle dose,CD8,14,IL-2,0.0767722823
#6cb33f,Middle dose,CD8,14,IL-2,0.0050184559
#6cb33f,Middle dose,CD8,14,IL-2,0.0454276709
#6cb33f,Middle dose,CD8,14,IL-2,0.0272316023
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0060212313
#6cb33f,Middle dose,CD8,14,IL-2,0.0757752683
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0130858099
#6cb33f,Middle dose,CD8,28,IL-2,0.0100875255
#6cb33f,Middle dose,CD8,28,IL-2,0.0110977406
#6cb33f,Middle dose,CD8,28,IL-2,0.0161134752
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0121031898
#6cb33f,Middle dose,CD8,28,IL-2,0.0201895662
#6cb33f,Middle dose,CD8,28,IL-2,0.07069869
#6cb33f,Middle dose,CD8,28,IL-2,0.0050184559
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0150981995
#6cb33f,Middle dose,CD8,28,IL-2,0.0604797299
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0050184559
#6cb33f,Middle dose,CD8,28,IL-2,0.0242226723
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0362562348
#6cb33f,Middle dose,CD8,28,IL-2,0.0504074404
#6cb33f,Middle dose,CD8,28,IL-2,0.0140866928
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.048477952
#6cb33f,Middle dose,CD8,28,IL-2,0.0030084512
#6cb33f,Middle dose,CD8,28,IL-2,0.004022765
#6cb33f,Middle dose,CD8,28,IL-2,0.0070382826
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0090514498
#6cb33f,Middle dose,CD8,28,IL-2,0.0140866928
#6cb33f,Middle dose,CD8,28,IL-2,0.0030084512
#6cb33f,Middle dose,CD8,28,IL-2,0.0050184559
#6cb33f,Middle dose,CD8,28,IL-2,0.0020099364
#6cb33f,Middle dose,CD8,28,IL-2,0.0070382826
#6cb33f,Middle dose,CD8,28,IL-2,0.019165483
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
